AIRLINE,FL_DATE,DEP_DELAY
American Airlines Inc.,2020-04-08,-2.3684210526315788
American Airlines Inc.,2020-04-09,-3.3664921465968587
American Airlines Inc.,2020-04-10,-2.393063583815029
American Airlines Inc.,2020-04-11,-2.0392156862745097
American Airlines Inc.,2020-04-12,-5.96875
American Airlines Inc.,2020-04-13,-7.676470588235294
American Airlines Inc.,2020-04-14,-4.868131868131868
American Airlines Inc.,2020-04-15,-2.95959595959596
American Airlines Inc.,2020-04-16,-2.111111111111111
American Airlines Inc.,2020-04-17,-5.9421487603305785
American Airlines Inc.,2020-04-18,-1.8020833333333333
American Airlines Inc.,2020-04-19,2.9603960396039604
American Airlines Inc.,2020-04-20,-2.3516483516483517
American Airlines Inc.,2020-04-21,-0.4444444444444444
American Airlines Inc.,2020-04-22,-4.772277227722772
American Airlines Inc.,2020-04-23,-4.760416666666667
American Airlines Inc.,2020-04-24,-0.29464285714285715
American Airlines Inc.,2020-04-25,-3.7093023255813953
American Airlines Inc.,2020-04-26,-1.303370786516854
American Airlines Inc.,2020-04-27,-1.3982300884955752
American Airlines Inc.,2020-04-28,-2.5625
American Airlines Inc.,2020-04-29,-4.088495575221239
American Airlines Inc.,2020-04-30,-2.84375
American Airlines Inc.,2020-05-01,-5.315217391304348
American Airlines Inc.,2020-05-02,-4.226666666666667
American Airlines Inc.,2020-05-03,-0.3118279569892473
American Airlines Inc.,2020-05-04,-2.6741573033707864
American Airlines Inc.,2020-05-05,4.458333333333333
American Airlines Inc.,2020-05-06,-3.896551724137931
American Airlines Inc.,2020-05-07,-5.0
American Airlines Inc.,2020-05-08,2.0930232558139537
American Airlines Inc.,2020-05-09,-4.545454545454546
American Airlines Inc.,2020-05-10,-3.7012987012987013
American Airlines Inc.,2020-05-11,-3.8636363636363638
American Airlines Inc.,2020-05-12,-2.727272727272727
American Airlines Inc.,2020-05-13,-6.391891891891892
American Airlines Inc.,2020-05-14,-1.0459770114942528
American Airlines Inc.,2020-05-15,-0.19718309859154928
American Airlines Inc.,2020-05-16,-0.7142857142857143
American Airlines Inc.,2020-05-17,-1.1645569620253164
American Airlines Inc.,2020-05-18,-3.5657894736842106
American Airlines Inc.,2020-05-19,-0.11864406779661017
